"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"geoId/19163","","Scott County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",162873,"Population With Health Insurance"
"geoId/19165","","Shelby County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",11015,"Population With Health Insurance"
"geoId/19167","","Sioux County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",33654,"Population With Health Insurance"
"geoId/19169","","Story County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",93026,"Population With Health Insurance"
"geoId/19171","","Tama County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",15439,"Population With Health Insurance"
"geoId/19173","","Taylor County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",5421,"Population With Health Insurance"
"geoId/19175","","Union County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",11179,"Population With Health Insurance"
"geoId/19177","","Van Buren County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",6112,"Population With Health Insurance"
"geoId/19179","","Wapello County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",32522,"Population With Health Insurance"
"geoId/19181","","Warren County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",50844,"Population With Health Insurance"
"geoId/19183","","Washington County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",20689,"Population With Health Insurance"
"geoId/19185","","Wayne County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",5651,"Population With Health Insurance"
"geoId/19187","","Webster County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",33016,"Population With Health Insurance"
"geoId/19189","","Winnebago County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",10133,"Population With Health Insurance"
"geoId/19191","","Winneshiek County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",19326,"Population With Health Insurance"
"geoId/19193","","Woodbury County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",97581,"Population With Health Insurance"
"geoId/19195","","Worth County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",6893,"Population With Health Insurance"
"geoId/19197","","Wright County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",12150,"Population With Health Insurance"
"geoId/20001","","Allen County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",11249,"Population With Health Insurance"
"geoId/20003","","Anderson County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",6621,"Population With Health Insurance"
"geoId/20005","","Atchison County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",14838,"Population With Health Insurance"
"geoId/20007","","Barber County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",3632,"Population With Health Insurance"
"geoId/20009","","Barton County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",22317,"Population With Health Insurance"
"geoId/20011","","Bourbon County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",12945,"Population With Health Insurance"
"geoId/20013","","Brown County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",8415,"Population With Health Insurance"
"geoId/20015","","Butler County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",60195,"Population With Health Insurance"
"geoId/20017","","Chase County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2214,"Population With Health Insurance"
"geoId/20019","","Chautauqua County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2891,"Population With Health Insurance"
"geoId/20021","","Cherokee County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",17221,"Population With Health Insurance"
"geoId/20023","","Cheyenne County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2205,"Population With Health Insurance"
"geoId/20025","","Clark County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",1798,"Population With Health Insurance"
"geoId/20027","","Clay County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",7398,"Population With Health Insurance"
"geoId/20029","","Cloud County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",7762,"Population With Health Insurance"
"geoId/20031","","Coffey County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",7470,"Population With Health Insurance"
"geoId/20033","","Comanche County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",1606,"Population With Health Insurance"
"geoId/20035","","Cowley County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",30420,"Population With Health Insurance"
"geoId/20037","","Crawford County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",34217,"Population With Health Insurance"
"geoId/20039","","Decatur County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2516,"Population With Health Insurance"
"geoId/20041","","Dickinson County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",16249,"Population With Health Insurance"
"geoId/20043","","Doniphan County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",6846,"Population With Health Insurance"
"geoId/20045","","Douglas County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",109612,"Population With Health Insurance"
"geoId/20047","","Edwards County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2502,"Population With Health Insurance"
"geoId/20049","","Elk County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2212,"Population With Health Insurance"
"geoId/20051","","Ellis County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",26902,"Population With Health Insurance"
"geoId/20053","","Ellsworth County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",5100,"Population With Health Insurance"
"geoId/20055","","Finney County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",32776,"Population With Health Insurance"
"geoId/20057","","Ford County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",29576,"Population With Health Insurance"
"geoId/20059","","Franklin County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",24006,"Population With Health Insurance"
"geoId/20061","","Geary County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",28902,"Population With Health Insurance"
"geoId/20063","","Gove County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2415,"Population With Health Insurance"
"geoId/20065","","Graham County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2217,"Population With Health Insurance"
"geoId/20067","","Grant County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",6168,"Population With Health Insurance"
"geoId/20069","","Gray County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",5010,"Population With Health Insurance"
"geoId/20071","","Greeley County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",1132,"Population With Health Insurance"
"geoId/20073","","Greenwood County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",5339,"Population With Health Insurance"
"geoId/20075","","Hamilton County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",1942,"Population With Health Insurance"
"geoId/20077","","Harper County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",4845,"Population With Health Insurance"
"geoId/20079","","Harvey County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",30447,"Population With Health Insurance"
"geoId/20081","","Haskell County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",3043,"Population With Health Insurance"
"geoId/20083","","Hodgeman County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",1581,"Population With Health Insurance"
"geoId/20085","","Jackson County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",12025,"Population With Health Insurance"
"geoId/20087","","Jefferson County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",17141,"Population With Health Insurance"
"geoId/20089","","Jewell County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2731,"Population With Health Insurance"
"geoId/20091","","Johnson County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",573039,"Population With Health Insurance"
"geoId/20093","","Kearny County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",3358,"Population With Health Insurance"
"geoId/20095","","Kingman County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",6547,"Population With Health Insurance"
"geoId/20097","","Kiowa County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2101,"Population With Health Insurance"
"geoId/20099","","Labette County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",17836,"Population With Health Insurance"
"geoId/20101","","Lane County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",1283,"Population With Health Insurance"
"geoId/20103","","Leavenworth County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",69935,"Population With Health Insurance"
"geoId/20105","","Lincoln County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2672,"Population With Health Insurance"
"geoId/20107","","Linn County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",8661,"Population With Health Insurance"
"geoId/20109","","Logan County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2477,"Population With Health Insurance"
"geoId/20111","","Lyon County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",28367,"Population With Health Insurance"
"geoId/20113","","McPherson County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",27365,"Population With Health Insurance"
"geoId/20115","","Marion County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",10787,"Population With Health Insurance"
"geoId/20117","","Marshall County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",9296,"Population With Health Insurance"
"geoId/20119","","Meade County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",3547,"Population With Health Insurance"
"geoId/20121","","Miami County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",31441,"Population With Health Insurance"
"geoId/20123","","Mitchell County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",5137,"Population With Health Insurance"
"geoId/20125","","Montgomery County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",27118,"Population With Health Insurance"
"geoId/20127","","Morris County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",4862,"Population With Health Insurance"
"geoId/20129","","Morton County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2361,"Population With Health Insurance"
"geoId/20131","","Nemaha County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",9351,"Population With Health Insurance"
"geoId/20133","","Neosho County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",13808,"Population With Health Insurance"
"geoId/20135","","Ness County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2404,"Population With Health Insurance"
"geoId/20137","","Norton County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",3900,"Population With Health Insurance"
"geoId/20139","","Osage County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",14253,"Population With Health Insurance"
"geoId/20141","","Osborne County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",3195,"Population With Health Insurance"
"geoId/20143","","Ottawa County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",5334,"Population With Health Insurance"
"geoId/20145","","Pawnee County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",4782,"Population With Health Insurance"
"geoId/20147","","Phillips County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",4498,"Population With Health Insurance"
"geoId/20149","","Pottawatomie County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",23811,"Population With Health Insurance"
"geoId/20151","","Pratt County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",8236,"Population With Health Insurance"
"geoId/20153","","Rawlins County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2307,"Population With Health Insurance"
"geoId/20155","","Reno County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",53931,"Population With Health Insurance"
"geoId/20157","","Republic County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",4370,"Population With Health Insurance"
"geoId/20159","","Rice County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",8552,"Population With Health Insurance"
"geoId/20161","","Riley County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",61091,"Population With Health Insurance"
"geoId/20163","","Rooks County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",4471,"Population With Health Insurance"
"geoId/20165","","Rush County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2699,"Population With Health Insurance"
"geoId/20167","","Russell County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",5897,"Population With Health Insurance"
"geoId/20169","","Saline County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",48667,"Population With Health Insurance"
"geoId/20171","","Scott County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",4824,"Population With Health Insurance"
"geoId/20173","","Sedgwick County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",458819,"Population With Health Insurance"
"geoId/20175","","Seward County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",18620,"Population With Health Insurance"
"geoId/20177","","Shawnee County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",160701,"Population With Health Insurance"
"geoId/20179","","Sheridan County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2287,"Population With Health Insurance"
"geoId/20181","","Sherman County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",5368,"Population With Health Insurance"
"geoId/20183","","Smith County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",3224,"Population With Health Insurance"
"geoId/20185","","Stafford County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",3604,"Population With Health Insurance"
"geoId/20187","","Stanton County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",1601,"Population With Health Insurance"
"geoId/20189","","Stevens County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",4384,"Population With Health Insurance"
"geoId/20191","","Sumner County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",20052,"Population With Health Insurance"
"geoId/20193","","Thomas County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",7003,"Population With Health Insurance"
"geoId/20195","","Trego County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2516,"Population With Health Insurance"
"geoId/20197","","Wabaunsee County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",6260,"Population With Health Insurance"
"geoId/20199","","Wallace County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",1402,"Population With Health Insurance"
"geoId/20201","","Washington County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",5119,"Population With Health Insurance"
"geoId/20203","","Wichita County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",1940,"Population With Health Insurance"
"geoId/20205","","Wilson County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",7976,"Population With Health Insurance"
"geoId/20207","","Woodson County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",2850,"Population With Health Insurance"
"geoId/20209","","Wyandotte County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",137509,"Population With Health Insurance"
"geoId/21001","","Adair County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",17228,"Population With Health Insurance"
"geoId/21003","","Allen County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",18888,"Population With Health Insurance"
"geoId/21005","","Anderson County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",22913,"Population With Health Insurance"
"geoId/21007","","Ballard County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",7338,"Population With Health Insurance"
"geoId/21009","","Barren County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",40037,"Population With Health Insurance"
"geoId/21011","","Bath County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",11651,"Population With Health Insurance"
"geoId/21013","","Bell County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",22202,"Population With Health Insurance"
"geoId/21015","","Boone County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",128085,"Population With Health Insurance"
"geoId/21017","","Bourbon County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",19368,"Population With Health Insurance"
"geoId/21019","","Boyd County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",44104,"Population With Health Insurance"
"geoId/21021","","Boyle County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",27428,"Population With Health Insurance"
"geoId/21023","","Bracken County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",8051,"Population With Health Insurance"
"geoId/21025","","Breathitt County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",12985,"Population With Health Insurance"
"geoId/21027","","Breckinridge County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",18535,"Population With Health Insurance"
"geoId/21029","","Bullitt County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",79600,"Population With Health Insurance"
"geoId/21031","","Butler County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",10749,"Population With Health Insurance"
"geoId/21033","","Caldwell County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",11108,"Population With Health Insurance"
"geoId/21035","","Calloway County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",34426,"Population With Health Insurance"
"geoId/21037","","Campbell County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",87946,"Population With Health Insurance"
"geoId/21039","","Carlisle County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",4373,"Population With Health Insurance"
"geoId/21041","","Carroll County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",9610,"Population With Health Insurance"
"geoId/21043","","Carter County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",23825,"Population With Health Insurance"
"geoId/21045","","Casey County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",13577,"Population With Health Insurance"
"geoId/21047","","Christian County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",58925,"Population With Health Insurance"
"geoId/21049","","Clark County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",34944,"Population With Health Insurance"
"geoId/21051","","Clay County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",18018,"Population With Health Insurance"
"geoId/21053","","Clinton County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",8595,"Population With Health Insurance"
"geoId/21055","","Crittenden County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",7692,"Population With Health Insurance"
"geoId/21057","","Cumberland County","Count_Person_WithHealthInsurance","2022","CensusACS5YearSurvey_HealthInsurance_StatVarAgg","https://www.census.gov/","","","",5287,"Population With Health Insurance"
